stop_name,parent_station,stop_id,stop_lat,stop_lon,location_type,platform_code
Innsbruck Hbf,16886,438416,47.263237,11.401028,,
Inowroclaw,,681916,52.804947,18.24406,1,
Inowroclaw,681916,498636,52.804947,18.24406,,
Interlaken Ost,,552320,46.6905,7.869,1,
Interlaken Ost,552320,291705,46.6905,7.869,,
Interlaken West,,208737,46.68263,7.851453,1,
Interlaken West,208737,565178,46.68263,7.851453,,
Itzehoe,,497309,53.92408,9.510151,1,
Itzehoe,497309,391880,53.923874,9.510287,,
Jarocin,,499842,51.96912,17.494276,1,
Jarocin,499842,563957,51.96912,17.494276,,
Jaroslaw,,114961,50.01067,22.677896,1,
Jaroslaw,114961,126158,50.01067,22.677896,,
Jaworzno Szczakowa,,548490,50.246326,19.297424,1,
Jaworzno Szczakowa,548490,679126,50.246326,19.297424,,
Jena Paradies,,14907,50.924854,11.587468,1,
Jena Paradies,14907,260117,50.924854,11.587461,,
Jena West,,233426,50.923286,11.57785,1,
Jena West,233426,549712,50.923286,11.577848,,
Jena-Göschwitz,,212890,50.8838,11.593217,1,
Jena-Göschwitz,212890,621077,50.88394,11.593537,,
Jenbach,,245125,47.388447,11.778454,1,
Jenbach,245125,128443,47.388447,11.778454,,
Jesenice(Gr),,485075,46.48141,14.020333,1,
Jesenice(Gr),485075,470411,46.48141,14.020333,,
Jesenice(SLO),,490463,46.436325,14.054913,1,
Jesenice(SLO),490463,21508,46.436325,14.054913,,
Kaiserslautern Hbf,95461,681812,49.43586,7.768627,,
"Kaiserslautern, Hbf",,95461,49.436264,7.768253,1,
Kalisz,,342529,51.74282,18.071917,1,
Kalisz,342529,506068,51.74282,18.071917,,
Kapfenberg,,584557,47.44523,15.292357,1,
Kapfenberg,584557,195829,47.44523,15.292357,,
Karlsruhe Hauptbahnhof,,204413,48.993347,8.401036,1,
Karlsruhe Hbf,204413,22610,48.993515,8.402181,,
Karlsruhe-Durlach,,454216,49.00225,8.462759,1,
Karlsruhe-Durlach,454216,574024,49.002327,8.462822,,
Kassel Bahnhof Wilhelmshöhe,,428076,51.31313,9.44705,1,
Kassel-Wilhelmshöhe,428076,293717,51.312557,9.447116,,
Katowice,,379833,50.257515,19.017164,1,
Katowice,379833,469067,50.257515,19.017164,,
Kedzierzyn Kozle,,556905,50.34436,18.204765,1,
Kedzierzyn Kozle,556905,618348,50.34436,18.204765,,
Kehl,575939,7557,48.576656,7.806556,,
Kehl Bahnhof,,575939,48.57667,7.806818,1,
Kehl(Gr),,87363,48.575645,7.801118,1,
Kehl(Gr),87363,548154,48.575645,7.801118,,
Kempten (Allgäu) Hbf,,331984,47.711746,10.317618,1,
Kempten(Allgäu)Hbf,331984,36734,47.711746,10.31761,,
Kiel Hauptbahnhof,,520699,54.3155,10.130686,1,
Kirchberg in Tirol,,157125,47.448917,12.309101,1,
Kirchberg in Tirol,157125,276378,47.448917,12.309101,,
Kitzbühel,,567332,47.45411,12.391045,1,
Kitzbühel,567332,581972,47.45411,12.391045,,
Kitzbühel Hahnenkamm,,356029,47.44339,12.389856,1,
Kitzbühel Hahnenkamm,356029,443732,47.44339,12.389856,,
Klagenfurt Hbf,,92471,46.615604,14.313576,1,
Klagenfurt Hbf,92471,544146,46.615604,14.313576,,
Klanxbüll,,622751,54.86234,8.675999,1,
Klanxbüll,622751,15526,54.862103,8.676329,,
Koblenz Hauptbahnhof,,402188,50.350914,7.588321,1,
Koblenz Hauptbahnhof,402188,303665,50.350914,7.588321,,
Koebenhavn H,,309305,55.67272,12.564617,1,
Koebenhavn H,309305,21632,55.67272,12.564617,,
Kolding st,,115954,55.49084,9.481528,1,
Kolding st,115954,274248,55.49084,9.481528,,
Kolin(CZ),,437219,50.025436,15.214279,1,
Kolin(CZ),437219,616237,50.025436,15.214279,,
Koluszki,,379295,51.744602,19.818996,1,
Koluszki,379295,217820,51.744602,19.818996,,
Konin,,254894,52.231396,18.253336,1,
Konin,254894,606539,52.231396,18.253336,,
Konstanz,353090,159000,47.658752,9.177312,,
Konstanz Bahnhof,,353090,47.65874,9.177333,1,
Koscian,,383338,52.07896,16.641829,1,
Koscian,383338,85603,52.07896,16.641829,,
Kostrzyn,,614488,52.591778,14.647988,1,
Kostrzyn,614488,606976,52.591778,14.647988,,
Krakow Glowny,,379126,50.067196,19.947426,1,
Krakow Glowny,379126,546140,50.067196,19.947426,,
Krakow Plaszow,,35061,50.03509,19.974894,1,
Krakow Plaszow,35061,518855,50.03509,19.974894,,
Kralupy nad Vltavou,,561847,50.238728,14.313473,1,
Kralupy nad Vltavou,561847,511807,50.238728,14.313473,,
Kranj,,346711,46.23901,14.348167,1,
Kranj,346711,659926,46.23901,14.348167,,
Krefeld Hbf,,507950,51.325584,6.568194,1,
Krefeld Hbf,507950,401471,51.325718,6.569885,,
Kronach,,349804,50.23961,11.320111,1,
Kronach,349804,530288,50.239613,11.320115,,
Krsko,,523211,45.95624,15.493454,1,
Krsko,523211,520482,45.95624,15.493454,,
Krzeszowice,,435848,50.130962,19.633242,1,
Krzeszowice,435848,148858,50.130962,19.633242,,
Krzyz,,250263,52.87742,16.017834,1,
Krzyz,250263,394939,52.87742,16.017834,,
Kufstein,,445572,47.58308,12.16555,1,
Kufstein,445572,410277,47.58308,12.16555,,
Kutno,,28640,52.226963,19.348616,1,
Kutno,28640,37097,52.226963,19.348616,,
Kuty,,547100,48.661892,17.047695,1,
Kuty,547100,272311,48.661892,17.047695,,
Kuty(Gr),,226072,48.71108,17.000406,1,
Kuty(Gr),226072,302873,48.71108,17.000406,,
Köln Ehrenfeld Bf Ehrenfeld,,282279,50.951527,6.91727,1,
Köln Hbf,,626147,50.94303,6.958727,1,
Köln Hbf,626147,449938,50.94303,6.958729,,
Köln Messe/Deutz,289076,568567,50.940872,6.975001,,
Köln Messe/Deutz Bf,,289076,50.940876,6.974996,1,
Köln Messe/Deutz Gl.11-12,289076,6204,50.941723,6.974067,,
Köln Süd,112427,30009,50.9273,6.938059,,
Köln Süd Bf,,112427,50.9273,6.938048,1,
Köln West,124895,256254,50.942886,6.933397,,
Köln West Bf,,124895,50.94366,6.934392,1,
Köln-Ehrenfeld,282279,5698,50.951534,6.917276,,
Köln/Bonn Flughafen,259269,111176,50.878902,7.119302,,
Köthen,,15196,51.75193,11.989358,1,
Köthen,15196,469943,51.75193,11.989358,,
Kühnsdorf-Klopeiner See,,455987,46.62484,14.620893,1,
Kühnsdorf-Klopeiner See,455987,685695,46.62484,14.620893,,
Lancut,,69789,50.08143,22.227507,1,
Lancut,69789,42123,50.08143,22.227507,,
Landeck-Zams,,87214,47.148243,10.578392,1,
Landeck-Zams,87214,417094,47.148243,10.578392,,
Landquart,,220436,46.96744,9.554045,1,
Landquart,220436,498253,46.96744,9.554045,,
Landstuhl,109237,248042,49.416286,7.565931,,
"Landstuhl, Bahnhof",,109237,49.416332,7.566159,1,
Langen am Arlberg,,247200,47.13172,10.120375,1,
Langen am Arlberg,247200,504811,47.13172,10.120375,,
Lask,,600638,51.603775,19.111855,1,
Lask,600638,467371,51.603775,19.111855,,
Leer(Ostfriesl),,480414,53.23141,7.465229,1,
Leer(Ostfriesl),480414,274510,53.23165,7.465283,,
Legnica,,305657,51.21385,16.168922,1,
Legnica,305657,352886,51.21385,16.168922,,
Leipzig Hbf,,237048,51.34547,12.382064,1,
Leipzig Hbf,237048,340574,51.34547,12.382064,,
Leipzig Messe,,309733,51.396275,12.390436,1,
Leipzig Messe,309733,187258,51.396145,12.389278,,
Leipzig/Halle Flughafen,,532140,51.42334,12.223426,1,
Leipzig/Halle Flughafen,532140,182453,51.42334,12.223426,,
Lesce-Bled,,353748,46.360416,14.157971,1,
Lesce-Bled,353748,487052,46.360416,14.157971,,
Leszno,,77257,51.846405,16.565569,1,
Leszno,77257,492912,51.846405,16.565569,,
Lichtenfels,,567088,50.146454,11.059474,1,
Lichtenfels,567088,218975,50.146454,11.059472,,
Liestal,,553182,47.484463,7.731367,1,
Liestal,553182,359473,47.484463,7.731367,,
Limburg (Lahn) Süd (ICE),,342429,50.38191,8.095532,1,
Limburg Süd,342429,500524,50.3825,8.096112,,
Lindau-Reutin,,145567,47.552383,9.703292,1,
Lindau-Reutin,145567,679150,47.552383,9.703292,,
Lingen(Ems),613920,323424,52.519867,7.321731,,
"Lingen, Bahnhof",,613920,52.51964,7.32127,1,
Linz Hbf,,321795,48.29018,14.292131,1,
Linz Hbf,321795,62409,48.29018,14.292131,,
Lippstadt,491435,510394,51.67069,8.348785,,
"Lippstadt, Bustreff Bahnhof",,491435,51.671047,8.349535,1,
Liège-Guillemins,,292203,50.62436,5.566483,1,
Liège-Guillemins,292203,31547,50.62436,5.566483,,
Ljubljana,,619018,46.05869,14.512937,1,
Ljubljana,619018,25769,46.05869,14.512937,,
Lodz Chojny,,241381,51.72638,19.484537,1,
Lodz Chojny,241381,168911,51.72638,19.484537,,
Lodz Widzew,,290161,51.763092,19.544464,1,
Lodz Widzew,290161,665088,51.763092,19.544464,,
Lovosice,,89568,50.509644,14.059534,1,
Lovosice,89568,229943,50.50971,14.059588,,
Lubin,,119599,51.39612,16.193586,1,
Lubin,119599,678856,51.39612,16.193586,,
Lublin,,70511,51.23124,22.568398,1,
Lublin,70511,471878,51.23124,22.568398,,
Lublin Zachodni,,508815,51.218742,22.508389,1,
Lublin Zachodni,508815,29346,51.218742,22.508389,,
Ludwigshafen(Rh)Hbf,314654,258042,49.47653,8.433042,,
"Ludwigshafen, Hauptbahnhof",,314654,49.476994,8.433321,1,
Ludwigslust,161160,389562,53.33467,11.494491,,
Ludwigslust Bahnhof,,161160,53.334454,11.494384,1,
Ludwigsstadt,,49765,50.486584,11.382993,1,
Ludwigsstadt,49765,129411,50.486584,11.382989,,
Lunderskov st,,365686,55.48012,9.303791,1,
Lunderskov st,365686,375575,55.48012,9.303791,,
Lutherstadt Wittenberg Hbf,,269930,51.86781,12.662285,1,
Lutherstadt Wittenberg Hbf,269930,52858,51.86781,12.662285,,
Lüneburg,,141628,53.249966,10.419999,1,
Lüneburg,141628,253112,53.249657,10.41989,,
MG Hbf /Europaplatz,,35386,51.19716,6.445286,1,
MG Rheydt Hbf,,481352,51.163162,6.441055,1,
Magdeburg Hbf,,121409,52.130512,11.626963,1,
Magdeburg Hbf,121409,76710,52.130512,11.626963,,
Mainz Hbf,212573,55857,50.001118,8.25872,,
"Mainz, Hauptbahnhof",,212573,50.00145,8.258419,1,
Mainz-Kastel,360723,457588,50.00658,8.283174,,
Maishofen-Saalbach,,319732,47.358585,12.810197,1,
Maishofen-Saalbach,319732,348152,47.358585,12.810197,,
Mallnitz-Obervellach,,11438,46.981647,13.176141,1,
Mallnitz-Obervellach,11438,442946,46.981647,13.176141,,
Mannheim Hbf,154849,146716,49.479355,8.468921,,
"Mannheim, Hauptbahnhof",,154849,49.479748,8.469936,1,
Marburg Hauptbahnhof,,48992,50.819263,8.774011,1,
Marburg(Lahn),48992,426151,50.81927,8.775014,,
Maribor,,199683,46.562065,15.658011,1,
Maribor,199683,535631,46.562065,15.658011,,
Marienhafe,55230,526064,53.519238,7.27436,,
Marienhafe Bahnhof,,55230,53.520493,7.272276,1,
Memmingen,,673512,47.985584,10.18685,1,
Memmingen,673512,199282,47.98558,10.186853,,
Meppen,564943,498726,52.696022,7.298015,,
"Meppen, Bahnhof",,564943,52.69565,7.298111,1,
Middelfart st,,626761,55.50162,9.734662,1,
Middelfart st,626761,239649,55.50162,9.734662,,
Miedzyzdroje,,618003,53.92421,14.45478,1,
Miedzyzdroje,618003,492308,53.92421,14.45478,,
Mieszkowice,,303386,52.782093,14.485966,1,
Mieszkowice,303386,544979,52.782093,14.485966,,
Milano Centrale,,293211,45.48714,9.204824,1,
Milano Centrale,293211,583154,45.48714,9.204824,,
Minden(Westf),172867,241123,52.29014,8.934728,,
"Minden, Kaiserstraße",,172867,52.289406,8.927866,1,
Montabaur,270971,101177,50.444836,7.825333,,
Montabaur Bf,,270971,50.44482,7.825305,1,
Mosonmagyarovar,,42182,47.850357,17.266424,1,
Mosonmagyarovar,42182,568438,47.850357,17.266424,,
Murnau,,288288,47.682266,11.192631,1,
Murnau,288288,631153,47.682266,11.192628,,
Myslowice,,208015,50.23779,19.1419,1,
Myslowice,208015,339477,50.23779,19.1419,,
Möhlin,,314276,47.56186,7.833863,1,
Möhlin,314276,612969,47.56186,7.833863,,
Mönchengladbach Hbf,35386,444264,51.196583,6.446111,,
Mühlacker,538673,644502,48.953194,8.846101,,
Mühlacker Bahnhof,,538673,48.9531,8.845881,1,
Mühldorf (Oberbay),,575716,48.24821,12.51964,1,
Mühldorf(Oberbay),575716,11508,48.248207,12.519638,,
Müllheim (Baden) Bahnhof,,509682,47.80945,7.599056,1,
Müllheim im Markgräflerland,509682,208053,47.809742,7.599332,,
München Hbf,,257094,48.14029,11.559602,1,
München Hbf,257094,113452,48.140232,11.558335,,
München Hbf Gl.27-36,257094,167298,48.14153,11.556708,,
München Hbf Gl.5-10,257094,147360,48.13993,11.554814,,
München Ost,596904,215452,48.12744,11.604971,,
München-Pasing,253693,340617,48.149853,11.461872,,
Münster Hauptbahnhof,,574494,51.9567,7.63444,1,
Münster(Westf)Hbf,574494,263328,51.956566,7.635715,,
Mürzzuschlag,,45441,47.60791,15.677244,1,
Mürzzuschlag,45441,533582,47.60791,15.677244,,
Nagymaros-Visegrad,,647601,47.790894,18.9588,1,
Nagymaros-Visegrad,647601,13688,47.790894,18.9588,,
Naleczow,,383835,51.31779,22.21296,1,
Naleczow,383835,617834,51.31779,22.21296,,
Naumburg(Saale)Hbf,,677546,51.16307,11.796984,1,
Naumburg(Saale)Hbf,677546,46496,51.16307,11.796984,,
Neu-Ulm,241367,171277,48.393494,10.005766,,
Neu-Ulm Bahnhof,,241367,48.393497,10.005768,1,
Neumünster,,70902,54.07566,9.979757,1,
Neumünster,70902,14445,54.075752,9.979816,,
Neuss Hauptbahnhof,,351128,51.203526,6.683106,1,
Neuss Hbf,351128,636198,51.20435,6.684527,,
Neustadt(Weinstr)Hbf,166759,231927,49.349552,8.140757,,
"Neustadt, Hauptbahnhof",,166759,49.349934,8.14038,1,
Neustrelitz Hauptbahnhof,,633318,53.359474,13.07435,1,
Neustrelitz Hbf,633318,377295,53.359257,13.074603,,
Niebüll,,519267,54.78956,8.834768,1,
Niebüll,519267,430236,54.789547,8.834721,,
Niebüll,519267,454031,54.78959,8.834952,,
Niebüll,519267,611012,54.78953,8.834595,,
Nienburg(Weser),,278259,52.645344,9.217862,1,
Nienburg(Weser),278259,230606,52.645565,9.217753,,
Niesky,431941,530411,51.298737,14.831897,,
Niesky Bahnhof,,431941,51.29863,14.831832,1,
Norddeich,559183,206164,53.62158,7.160824,,
Norddeich Mole,112201,66391,53.62432,7.158739,,
Norddeich(Norden),,559183,53.62152,7.160884,1,
Norddeich(Norden) Mole,,112201,53.62432,7.158739,1,
Norden,325224,294748,53.588196,7.218913,,
Norden(Ostfriesl),,325224,53.588013,7.219321,1,
Nove Zamky,,423874,47.995003,18.173956,1,
Nove Zamky,423874,469804,47.995003,18.173956,,
Nowa Sol,,318884,51.799683,15.708106,1,
Nowa Sol,318884,401399,51.799683,15.708106,,
Nowy Tomysl,,176129,52.304085,16.13294,1,
Nowy Tomysl,176129,394821,52.304085,16.13294,,
Nürnberg Hbf,,418443,49.445614,11.082992,1,
Nürnberg Hbf,418443,188647,49.445618,11.082989,,
Oberhausen Hbf,,221612,51.474,6.853346,1,
Oberhausen Hbf,221612,163028,51.474876,6.851588,,
Oberndorf (Neckar) Bahnhof,,502434,48.29609,8.575363,1,
Oberndorf(Neckar),502434,332574,48.29567,8.575514,,
Oberstdorf,,503273,47.411034,10.278092,1,
Oberstdorf,503273,138785,47.411034,10.278097,,
Oborniki Slaskie,,681850,51.298965,16.907549,1,
Oborniki Slaskie,681850,114842,51.298965,16.907549,,
Odense st,,435281,55.401775,10.386005,1,
Odense st,435281,208149,55.401775,10.386005,,
Offenburg,518566,420378,48.476475,7.946723,,
Offenburg Bahnhof,,518566,48.476387,7.946587,1,
Oldenburg(Oldb)Hbf,619369,217574,53.14395,8.2231,,3
Oldenburg(Oldb)Hbf,619369,299017,53.1443,8.22328,,7
Oldenburg(Oldb)Hbf,619369,49326,53.14383,8.22304,,1
Oldenburg(Oldb)Hbf,619369,537662,53.14432,8.222713,,
Oldenburg(Oldb)Hbf,619369,616816,53.1444,8.22333,,8
"Oldenburg, Hauptbahnhof",,619369,53.14406,8.223141,1,
Olten,,529304,47.351936,7.9077,1,
Olten,529304,670965,47.351936,7.9077,,
Opalenica,,166501,52.309727,16.400345,1,
Opalenica,166501,362256,52.309727,16.400345,,
Opoczno Poludnie,,570270,51.358517,20.231709,1,
Opoczno Poludnie,570270,99513,51.358517,20.231709,,
Opole Glowne,,202546,50.661514,17.925863,1,
Opole Glowne,202546,230386,50.661514,17.925863,,
Oranienburg,508266,273171,52.754093,13.249336,,20
Oranienburg,508266,344569,52.75408,13.249215,,28
Osnabrück Hbf,,241639,52.27313,8.060825,1,
Osnabrück Hbf,241639,452962,52.272697,8.061522,,3
Osnabrück Hbf,241639,5003,52.272606,8.061793,,5
Osnabrück Hbf,241639,518671,52.272747,8.061333,,2
Osnabrück Hbf,241639,568712,52.27285,8.061781,,
Osnabrück Hbf,241639,679841,52.27351,8.059799,,11
Osnabrück Hbf,241639,68314,52.273598,8.059918,,12
Ostbahnhof,,596904,48.12815,11.604545,1,
Ostrava hl.n.,,304502,49.852085,18.267262,1,
Ostrava hl.n.,304502,2059,49.852085,18.267262,,
Ostseebad Binz,,82374,54.404823,13.600502,1,
Ostseebad Binz,82374,155620,54.40482,13.600507,,
Pabianice,,498528,51.66095,19.325098,1,
Pabianice,498528,575673,51.66095,19.325098,,
Padborg st,,462918,54.82425,9.358803,1,
Padborg st,462918,112171,54.82425,9.358803,,
Paderborn Hbf,,411765,51.71329,8.740635,1,
Paderborn Hbf,411765,299007,51.71298,8.740505,,
Papenburg(Ems),,151724,53.089706,7.386708,1,
Papenburg(Ems),151724,172244,53.089706,7.386708,,
Pardubice hl.n.,,412500,50.0317,15.75753,1,
Pardubice hl.n.,412500,25123,50.03174,15.756211,,
Paris Est,,587521,48.876976,2.35912,1,
Paris Est,587521,382296,48.876976,2.35912,,
Pasewalk,,90592,53.515038,13.989293,1,
Pasewalk,90592,483871,53.515354,13.988875,,
Pasing,,253693,48.149143,11.460697,1,
Passau Hbf,,580865,48.57363,13.45078,1,
Passau Hbf,580865,103837,48.57363,13.450776,,
Pforzheim Hauptbahnhof,,56242,48.89398,8.703247,1,
Pforzheim Hbf,56242,69291,48.894154,8.703099,,
Pilawa,,11032,51.957237,21.53291,1,
Pilawa,11032,288096,51.957237,21.53291,,
Pinneberg,,70,53.65493,9.798374,1,
Pinneberg,70,392447,53.655178,9.797608,,
Pleszew,,464881,51.89199,17.73284,1,
Pleszew,464881,395587,51.89199,17.73284,,
Plochingen,,177777,48.71294,9.411299,1,
Plochingen,177777,583813,48.71308,9.41081,,
Potsdam Hbf,420875,40700,52.391422,13.066721,,4
Potsdam Hbf,420875,646784,52.391666,13.066749,,3
Poznan Glowny,,20010,52.401993,16.91087,1,
Poznan Glowny,20010,47883,52.401993,16.91087,,
Praha hl.n.,,359792,50.08306,14.436039,1,
Praha hl.n.,359792,367141,50.08306,14.436039,,
Praha-Holesovice,,447655,50.110214,14.440013,1,
Praha-Holesovice,447655,49801,50.110214,14.440013,,
Praha-Podbaba,,59487,50.11236,14.395604,1,
Praha-Podbaba,59487,476711,50.11236,14.395604,,
Prenzlau,155040,216405,53.321636,13.866409,,1
Prenzlau,155040,559145,53.32162,13.86654,,2
"Prenzlau, Bahnhof",,155040,53.321613,13.866558,1,
Prora,14227,421440,54.444984,13.564057,,
Prora Bahnhof,,14227,54.444996,13.564049,1,
Przemysl Glowny,,499785,49.78366,22.776363,1,
Przemysl Glowny,499785,497789,49.78366,22.776363,,
Przemysl Zasanie,,203270,49.79363,22.774115,1,
Przemysl Zasanie,203270,680387,49.79363,22.774115,,
Przeworsk,,553226,50.067215,22.503357,1,
Przeworsk,553226,319896,50.067215,22.503357,,
Pulawy Miasto,,620619,51.426903,21.985098,1,
Pulawy Miasto,620619,286279,51.426903,21.985098,,
Pörtschach am Wörther See,,183177,46.636196,14.146286,1,
Pörtschach am Wörther See,183177,5487,46.636196,14.146286,,
Raciborz,,8246,50.09035,18.226397,1,
Raciborz,8246,29419,50.09035,18.226397,,
Radolfzell,554770,507398,47.735874,8.968984,,
Radolfzell Bahnhof,,554770,47.73581,8.969247,1,
Radymno,,515846,49.939533,22.829151,1,
Radymno,515846,426661,49.939533,22.829151,,
Rankweil,,572292,47.273018,9.637252,1,
Rankweil,572292,172482,47.273018,9.637252,,
Ravensburg,329901,51576,47.78448,9.6061,,
"Ravensburg, Bahnhof",,329901,47.784554,9.606673,1,
Rawicz,,159927,51.608677,16.840118,1,
Rawicz,159927,249804,51.608677,16.840118,,
Recklinghausen Hbf,,400907,51.61598,7.201371,1,
Recklinghausen Hbf,400907,332256,51.61636,7.20349,,
Regensburg Hbf,,224334,49.01167,12.099624,1,
Regensburg Hbf,224334,572575,49.011673,12.099617,,
Rejowiec,,152326,51.11764,23.239265,1,
Rejowiec,152326,61687,51.11764,23.239265,,
Remagen,520286,605772,50.577003,7.23027,,
Remagen Bf,,520286,50.577198,7.229767,1,
Rheine,154816,446435,52.2763,7.434255,,
"Rheine, Bahnhof",,154816,52.276505,7.435733,1,
Rheinfelden(CH),,131458,47.551212,7.792169,1,
Rheinfelden(CH),131458,483939,47.551212,7.792169,,
Rheydt Hbf,481352,9052,51.16303,6.439564,,
Ribnitz-Damgarten West,,159811,54.239353,12.436843,1,
Ribnitz-Damgarten West,159811,641692,54.239178,12.436965,,
Riesa,529785,203338,51.309654,13.287734,,
Riesa Busbf/Bahnhof,,529785,51.3094,13.288383,1,
Ringsheim/Europa-Park,,604552,48.248672,7.773023,1,
Ringsheim/Europa-Park,604552,268908,48.248726,7.773037,,
Ringsted st,,639382,55.438038,11.786155,1,
Ringsted st,639382,230552,55.438038,11.786155,,
Roedekro st,,526060,55.069687,9.332754,1,
Roedekro st,526060,403831,55.069687,9.332754,,
Ropczyce,,211662,50.078583,21.582882,1,
Ropczyce,211662,335512,50.078583,21.582882,,
Roppen,,527447,47.21582,10.817376,1,
Roppen,527447,83252,47.21582,10.817376,,
Rosenheim,,309196,47.850018,12.119207,1,
Rosenheim,309196,140347,47.850018,12.119202,,
Roskilde st,,356816,55.639015,12.088854,1,
Roskilde st,356816,499358,55.639015,12.088854,,
Rostock Hauptbahnhof,,160704,54.07818,12.130724,1,
Rostock Hbf,160704,644429,54.078247,12.131079,,
Rottweil,149314,366179,48.165302,8.639295,,
Rottweil Bahnhof,,149314,48.165245,8.639745,1,
Roudnice nad Labem,,75366,50.426598,14.263827,1,
Roudnice nad Labem,75366,263312,50.426598,14.263827,,
Rudolstadt (Thüringen),,508471,50.718,11.339156,1,
Rudolstadt(Thür),508471,455643,50.71793,11.338899,,
Ruhland,216643,585180,51.455162,13.87019,,4
Ruhland,216643,95219,51.455208,13.870102,,3
"Ruhland, Bahnhof",,216643,51.455334,13.869934,1,
Rybnik(PL),,425704,50.089134,18.547642,1,
Rybnik(PL),425704,274590,50.089134,18.547642,,
Rzepin,,150724,52.350224,14.815073,1,
Rzepin,150724,68396,52.350224,14.815073,,
Rzeszow Glowny,,93763,50.043114,22.006798,1,
Rzeszow Glowny,93763,201770,50.043114,22.006798,,
S Charlottenburg Bhf (Berlin),,434408,52.50473,13.303862,1,
S Oranienburg Bhf,,508266,52.754486,13.248311,1,
S Ostbahnhof (Berlin),,555457,52.51033,13.435086,1,
S Ostkreuz Bhf (Berlin),,598180,52.503113,13.469221,1,
S Potsdam Hauptbahnhof,,420875,52.391445,13.067157,1,
S Schöneweide Bhf (Berlin),,645323,52.454613,13.510149,1,
S Spandau Bhf (Berlin),,660161,52.534798,13.197477,1,
S Südkreuz Bhf (Berlin),,354280,52.475502,13.365552,1,
S Wannsee Bhf (Berlin),,251895,52.421726,13.178932,1,
S+U Berlin Hauptbahnhof,,297950,52.525604,13.369075,1,
S+U Gesundbrunnen Bhf (Berlin),,80439,52.548637,13.388372,1,
Saalfeld (Saale),,455188,50.65049,11.374546,1,
Saalfeld(Saale),455188,261237,50.650272,11.374583,,
Saalfelden,,469116,47.426857,12.829765,1,
Saalfelden,469116,188701,47.426857,12.829765,,
Saarbrücken Hbf,,126375,49.24107,6.99102,1,
Saarbrücken Hbf,126375,401217,49.241283,6.991011,,5
Saarbrücken Hbf,126375,463561,49.24148,6.991045,,14
Saarbrücken Hbf,126375,488078,49.241337,6.991009,,12
Saarbrücken Hbf,126375,533907,49.241085,6.990951,,3
Salzburg Hbf,,449928,47.81305,13.04582,1,
Salzburg Hbf,449928,3498,47.81305,13.04582,,
Salzwedel,,139634,52.858112,11.162035,1,
Salzwedel,139634,187139,52.858112,11.162035,,
Sargans,,589575,47.044823,9.44626,1,
Sargans,589575,582342,47.044823,9.44626,,
Schaffhausen,,270246,47.69828,8.632756,1,
Schaffhausen,270246,144778,47.69828,8.632756,,
Schleswig,,477973,54.499516,9.538149,1,
Schleswig,477973,474927,54.49946,9.53814,,
Schorndorf,,246532,48.80694,9.52569,1,
Schorndorf,246532,274122,48.80715,9.52631,,
Schwarzach-St.Veit,,84917,47.318535,13.154464,1,
Schwarzach-St.Veit,84917,682632,47.318535,13.154464,,
Schwerin Hauptbahnhof,,648672,53.6347,11.407499,1,
Schwerin Hbf,648672,36009,53.63474,11.407455,,
Schwäbisch Gmünd,113461,57650,48.80101,9.787795,,
Scinawa,,639149,51.409657,16.421356,1,
Scinawa,639149,54221,51.409657,16.421356,,
Sedziszow Malopolski,,558534,50.07528,21.694704,1,
Sedziszow Malopolski,558534,654899,50.07528,21.694704,,
Sevnica,,176511,46.009678,15.301231,1,
Sevnica,176511,626020,46.009678,15.301231,,
Siegburg Bf,,564682,50.793903,7.203006,1,
Siegburg/Bonn,564682,578605,50.793915,7.203026,,
Sieradz,,640884,51.59766,18.714989,1,
Sieradz,640884,51626,51.59766,18.714989,,
Simbach (Inn),,411436,48.26281,13.022958,1,
Simbach(Inn),411436,217983,48.262814,13.022952,,
Singen (Htw) Bahnhof,,549266,47.758987,8.841345,1,
Singen(Hohentwiel),549266,661265,47.75888,8.841269,,
Skierniewice,,92545,51.967182,20.149752,1,
Skierniewice,92545,230908,51.967182,20.149752,,
Soest,76870,303947,51.57842,8.104589,,
"Soest, Bahnhof",,76870,51.57811,8.104223,1,
Solingen Hbf,,140819,51.159657,7.003634,1,
Solingen Hbf,140819,105311,51.160767,7.004187,,
Sopot,,384532,54.440166,18.562323,1,
Sopot,384532,487876,54.440166,18.562323,,
Sosnowiec Glowny,,386052,50.2789,19.126411,1,
Sosnowiec Glowny,386052,633958,50.2789,19.126411,,
Spaichingen,530965,136508,48.06899,8.740147,,
Spaichingen Bahnhof,,530965,48.069103,8.740168,1,
"Spandau Seegefelder Str., Berlin",660161,310847,52.534668,13.197191,,3
Spielfeld(Gr),,381659,46.694782,15.642195,1,
Spielfeld(Gr),381659,660962,46.694782,15.642195,,
Spiez,,616861,46.686398,7.680103,1,
Spiez,616861,616946,46.686398,7.680103,,
Spittal-Millstätter See,,245185,46.795734,13.487544,1,
Spittal-Millstätter See,245185,634549,46.795734,13.487544,,
Sroda Wielkopolska,,270112,52.21805,17.274818,1,
Sroda Wielkopolska,270112,628214,52.21805,17.274818,,
St Georgen(Schwarzw),309877,514283,48.123814,8.341955,,
St. Anton am Arlberg,,148571,47.12733,10.267088,1,
St. Anton am Arlberg,148571,400159,47.12733,10.267088,,
St. Gallen(CH),,256987,47.42318,9.369897,1,
