stop_name,parent_station,stop_id,stop_lat,stop_lon,location_type,platform_code
St. Gallen(CH),256987,122075,47.42318,9.369897,,
St. Georgen Bahnhof,,309877,48.124187,8.342762,1,
St. Johann im Pongau,,104329,47.348377,13.194961,1,
St. Johann im Pongau,104329,146477,47.348377,13.194961,,
St. Johann in Tirol,,362773,47.51962,12.430775,1,
St. Johann in Tirol,362773,204643,47.51962,12.430775,,
St. Margrethen SG,,4598,47.453217,9.638262,1,
St. Margrethen SG,4598,137889,47.453217,9.638262,,
St. Paul im Lavanttal,,163018,46.72139,14.85579,1,
St. Paul im Lavanttal,163018,614950,46.72139,14.85579,,
St.Pölten Hbf,,664194,48.208275,15.624683,1,
St.Pölten Hbf,664194,663898,48.208275,15.624683,,
Stadtroda,,1184,50.86817,11.723213,1,
Stadtroda,1184,310431,50.868217,11.722792,,
Stargard,,212340,53.33975,15.031746,1,
Stargard,212340,75325,53.33975,15.031746,,
Stein-Säckingen,,339715,47.541607,7.948843,1,
Stein-Säckingen,339715,151086,47.541607,7.948843,,
Stendal Hbf,,208507,52.594723,11.854412,1,
Stendal Hbf,208507,338008,52.594658,11.855434,,4
Stendal Hbf,208507,342991,52.59494,11.85532,,1
Stendal Hbf,208507,446444,52.594723,11.854412,,
Stendal Hbf,208507,455696,52.594585,11.855459,,5
Stendal Hbf,208507,47546,52.594837,11.855358,,2
Stendal Hbf,208507,85943,52.594784,11.855384,,3
Stralsund Hauptbahnhof,,608937,54.309105,13.077773,1,
Stralsund Hbf,608937,61493,54.308624,13.077321,,
Strasbourg,,417949,48.58534,7.734067,1,
Strasbourg,417949,581295,48.58534,7.734067,,
Sturovo,,69909,47.800125,18.67992,1,
Sturovo,69909,455022,47.800125,18.67992,,
Stuttgart Hbf,49983,106423,48.78478,9.182757,,
Stuttgart-Vaihingen,418977,327160,48.72628,9.113226,,
Sulz (Neckar) Bahnhof,,362069,48.366695,8.636762,1,
Sulz(Neckar),362069,345579,48.366486,8.636748,,
Swidnik Miasto,,380953,51.223846,22.695324,1,
Swidnik Miasto,380953,241028,51.223846,22.695324,,
Swiebodzin,,520402,52.245144,15.53954,1,
Swiebodzin,520402,492867,52.245144,15.53954,,
Swinoujscie,,464078,53.90482,14.266627,1,
Swinoujscie,464078,293908,53.90482,14.266627,,
Szamotuly,,112161,52.603542,16.58542,1,
Szamotuly,112161,460707,52.603542,16.58542,,
Szczecin Dabie,,159880,53.391228,14.669465,1,
Szczecin Dabie,159880,384675,53.391228,14.669465,,
Szczecin Glowny,,677188,53.418785,14.550318,1,
Szczecin Glowny,677188,314763,53.418785,14.550318,,
Szob,,326003,47.821,18.862057,1,
Szob,326003,449245,47.821,18.862057,,
Szob(Gr),,80390,47.824898,18.844774,1,
Szob(Gr),80390,476348,47.824898,18.844774,,
Tarnow,,424962,50.0054,20.97418,1,
Tarnow,424962,139566,50.0054,20.97418,,
Tatabanya,,55174,47.58493,18.393612,1,
Tatabanya,55174,603128,47.58493,18.393612,,
Tczew,,251531,54.09732,18.790155,1,
Tczew,251531,225903,54.09732,18.790155,,
Telfs-Pfaffenhofen,,311395,47.30071,11.078869,1,
Telfs-Pfaffenhofen,311395,315282,47.30071,11.078869,,
Thun,,130781,46.754852,7.629606,1,
Thun,130781,338599,46.754852,7.629606,,
Tinglev st,,570129,54.936172,9.258234,1,
Tinglev st,570129,574276,54.936172,9.258234,,
Traunstein,,451499,47.86973,12.638802,1,
Traunstein,451499,44684,47.869728,12.638801,,
Treuchtlingen,,289253,48.96127,10.908162,1,
Treuchtlingen,289253,321550,48.961266,10.908159,,
Treysa,,90136,50.91066,9.185673,1,
Treysa,90136,189326,50.91066,9.185673,,
Trzebinia,,26874,50.153934,19.453215,1,
Trzebinia,26874,497165,50.153934,19.453215,,
Tuttlingen,555275,223795,47.98058,8.798542,,
Tuttlingen Bahnhof,,555275,47.980576,8.798702,1,
Tutzing,,674876,47.9074,11.273731,1,
Tutzing,674876,140416,47.907143,11.27289,,
Uelzen,,190929,52.96979,10.553017,1,
Uelzen,190929,502582,52.96978,10.553053,,
Ulm Hauptbahnhof,,361057,48.39912,9.984181,1,
Ulm Hbf,361057,548761,48.3994,9.982608,,
Usti nad Labem hl.n.,,588274,50.65956,14.044728,1,
Usti nad Labem hl.n.,588274,335169,50.65956,14.044728,,
Utrecht Centraal,,75994,52.089397,5.109861,1,
Utrecht Centraal,75994,137939,52.089397,5.109861,,
Vac,,556584,47.782726,19.13306,1,
Vac,556584,262613,47.782726,19.13306,,
Vaihingen,,418977,48.72698,9.113912,1,
Vaihingen (E),,317508,48.94815,8.957578,1,
Vaihingen(Enz),317508,596180,48.948116,8.957632,,
Valby(Koebenhavn),,494149,55.663795,12.514324,1,
Valby(Koebenhavn),494149,406698,55.663795,12.514324,,
Vamdrup st,,398484,55.428093,9.286454,1,
Vamdrup st,398484,337560,55.428093,9.286454,,
Velden am Wörther See,,478467,46.620056,14.04472,1,
Velden am Wörther See,478467,633950,46.620056,14.04472,,
Velgast,,496925,54.277256,12.803149,1,
Velgast,496925,484510,54.277317,12.803137,,
Venezia Mestre,,151415,45.481907,12.231898,1,
Venezia Mestre,151415,503292,45.481907,12.231898,,
Venezia Santa Lucia,,336549,45.441395,12.320459,1,
Venezia Santa Lucia,336549,172801,45.441395,12.320459,,
Verden(Aller),,568999,52.920864,9.237906,1,
Verden(Aller),568999,359167,52.92082,9.237855,,
Viersen,286405,670425,51.254948,6.403896,,
Viersen Bahnhof,,286405,51.2545,6.404,1,
Villach Hbf,,153149,46.618614,13.848449,1,
Villach Hbf,153149,409370,46.618614,13.848449,,
Villingen Bahnhof/ZOB,,499860,48.057804,8.465526,1,
Villingen(Schwarzw),499860,236160,48.05802,8.465261,,
Visp,,8424,46.29403,7.881465,1,
Visp,8424,20314,46.29403,7.881465,,
Vojens st,,333868,55.248478,9.304915,1,
Vojens st,333868,263880,55.248478,9.304915,,
Wabern(Bz Kassel),,660344,51.103134,9.35804,1,
Wabern(Bz Kassel),660344,675405,51.103134,9.35804,,
"Wannsee Bahnhof (S), Berlin",251895,64616,52.421402,13.180358,,5
Warburg(Westf),293143,108091,51.492954,9.163845,,
"Warburg, Bahnhof",,293143,51.492752,9.163858,1,
Waren (Müritz) Bahnhof,,402019,53.52151,12.681077,1,
Waren(Müritz),402019,56610,53.52151,12.680678,,
Warnemünde,,132788,54.17711,12.090839,1,
Warnemünde,132788,669265,54.176853,12.091271,,
Warszawa Centralna,,82459,52.22886,21.003235,1,
Warszawa Centralna,82459,641126,52.22886,21.003235,,
Warszawa Wschodnia,,512736,52.25155,21.052336,1,
Warszawa Wschodnia,512736,251832,52.25155,21.052336,,
Warszawa Zachodnia,,448117,52.21997,20.965246,1,
Warszawa Zachodnia,448117,304101,52.21997,20.965246,,
Wegliniec,,620128,51.290108,15.223085,1,
Wegliniec,620128,386223,51.290108,15.223085,,
Weil am Rhein,249886,243705,47.59361,7.60844,,
Weil am Rhein Bahnhof,,249886,47.593693,7.608739,1,
Weilheim,,349496,47.845364,11.142855,1,
Weilheim(Oberbay),349496,453086,47.845364,11.14286,,
Weimar,,500951,50.991486,11.326463,1,
Weimar,500951,361777,50.991486,11.326458,,
Weinheim(Bergstr)Hbf,386878,283585,49.553303,8.665351,,
"Weinheim, Hauptbahnhof",,386878,49.55333,8.665697,1,
Weißenfels,,520114,51.204617,11.970926,1,
Weißenfels,520114,285583,51.204617,11.970926,,
Wels Hbf,,233371,48.166077,14.026569,1,
Wels Hbf,233371,559504,48.166077,14.026569,,
"Werder (Havel), Bahnhof",,291925,52.392704,12.926459,1,
Werder(Havel),291925,72729,52.39294,12.926189,,
Werne a d Lippe,586900,672941,51.66925,7.622934,,
"Werne, Bahnhof",,586900,51.669277,7.623499,1,
Westerland(Sylt),385112,534165,54.906837,8.310925,,
Westerland(Sylt) ZOB/Bahnhof,,385112,54.906895,8.310884,1,
Westerstede-Ocholt,,636099,53.20229,7.886531,1,
Westerstede-Ocholt,636099,49230,53.202168,7.886468,,
Weststeiermark,,442425,46.813923,15.296772,1,
Weststeiermark,442425,72876,46.813923,15.296772,,
Wien Hauptbahnhof,,138825,48.185104,16.377113,1,
Wien Hbf,138825,619664,48.1851,16.377113,,
Wien Meidling,,196832,48.174583,16.333736,1,
Wien Meidling,196832,216102,48.174583,16.333736,,
Wiener Neustadt Hbf,,434330,47.81108,16.233652,1,
Wiener Neustadt Hbf,434330,359636,47.81108,16.233652,,
Wiesbaden Hauptbahnhof,,484199,50.06948,8.244634,1,
Wiesbaden Hbf,484199,546024,50.07079,8.243731,,
Wiesbaden-Mainz-Kastel Bahnhof,,360723,50.007133,8.282617,1,
Wiesloch-Walldorf,617870,538147,49.29135,8.664146,,
"Wiesloch-Walldorf, Bf",,617870,49.29107,8.664224,1,
Winterthur,,313226,47.500336,8.723821,1,
Winterthur,313226,223189,47.500336,8.723821,,
Witten Hbf,,100163,51.43542,7.330217,1,
Witten Hbf,100163,416283,51.435543,7.329442,,
Wittenberge,415295,315948,53.004498,11.762504,,4
Wittenberge,415295,377600,53.003883,11.762578,,3
Wittenberge,415295,531222,53.00387,11.762465,,2
"Wittenberge, Bahnhof",,415295,53.002373,11.763205,1,
Wloszczowa Polnoc,,346084,50.85811,19.947002,1,
Wloszczowa Polnoc,346084,520621,50.85811,19.947002,,
Wolfsburg Hbf,147871,101331,52.429497,10.787784,,
"Wolfsburg, Hauptbahnhof",,147871,52.42946,10.78776,1,
Wolow,,24726,51.333015,16.633755,1,
Wolow,24726,515718,51.333015,16.633755,,
Worms Hbf,190854,634586,49.63494,8.356448,,
"Worms, Hauptbahnhof",,190854,49.635113,8.356955,1,
Wroclaw Glowny,,318178,51.09808,17.037088,1,
Wroclaw Glowny,318178,426586,51.09808,17.037088,,
Wronki,,556612,52.704967,16.38615,1,
Wronki,556612,609506,52.704967,16.38615,,
Wuppertal Hbf,,147664,51.25508,7.149323,1,
Wuppertal Hbf,147664,604802,51.254364,7.149543,,
Wysoka Kamienska,,678815,53.82494,14.832578,1,
Wysoka Kamienska,678815,283551,53.82494,14.832578,,
Wörgl Hbf,,639977,47.4918,12.060581,1,
Wörgl Hbf,639977,384316,47.4918,12.060581,,
Würzburg Hbf,,77574,49.801796,9.93578,1,
Würzburg Hbf,77574,7327,49.801796,9.93578,,
Zabrze,,254350,50.30528,18.786947,1,
Zabrze,254350,436042,50.30528,18.786947,,
Zagreb Glavni kolodvor,,678546,45.80444,15.978705,1,
Zagreb Glavni kolodvor,678546,486602,45.80444,15.978705,,
Zapresic,,568881,45.844494,15.813187,1,
Zapresic,568881,422220,45.844494,15.813187,,
Zawiercie,,193961,50.481018,19.422993,1,
Zawiercie,193961,270927,50.481018,19.422993,,
Zbaszyn,,509039,52.259502,15.894974,1,
Zbaszyn,509039,69260,52.259502,15.894974,,
Zbaszynek,,377696,52.242508,15.818092,1,
Zbaszynek,377696,49346,52.242508,15.818092,,
Zdunska Wola,,200201,51.61125,18.946575,1,
Zdunska Wola,200201,377010,51.61125,18.946575,,
Zell am See,,593584,47.32052,12.796571,1,
Zell am See,593584,352531,47.32052,12.796571,,
Zidani Most,,472515,46.085587,15.170324,1,
Zidani Most,472515,258937,46.085587,15.170324,,
Zielona Gora Glowna,,286893,51.947437,15.513709,1,
Zielona Gora Glowna,286893,186004,51.947437,15.513709,,
Zmigrod,,288988,51.474678,16.901731,1,
Zmigrod,288988,91215,51.474678,16.901731,,
Zyrardow,,531401,52.052116,20.448338,1,
Zyrardow,531401,217443,52.052116,20.448338,,
Zürich Flughafen,,318302,47.450386,8.562402,1,
Zürich Flughafen,318302,17498,47.450386,8.562402,,
Zürich HB,,124851,47.378178,8.540212,1,
Zürich HB,124851,591372,47.378178,8.540212,,
Züssow,162083,681102,53.97388,13.548191,,
Züssow Bahnhof,,162083,53.97299,13.549442,1,
Ötztal,,214495,47.238483,10.859114,1,
Ötztal,214495,441055,47.238483,10.859114,,
